Apr,Aug,Average Employment Annual,Average Employment Qtr 1,Average Employment Qtr 2,Average Employment Qtr 3,Average Employment Qtr 4,Average Female Employment Annual,Average Female Employment Qtr 1,Average Female Employment Qtr 2,Average Female Employment Qtr 3,Average Female Employment Qtr 4,Average Wage Annual,Average Wage Qtr 1,Average Wage Qtr 2,Average Wage Qtr 3,Average Wage Qtr 4,County,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Number of Establishments Annual,Number of Establishments Qtr 1,Number of Establishments Qtr 2,Number of Establishments Qtr 3,Number of Establishments Qtr 4,Oct,Sep,Total Wages Annual,Total Wages Qtr 1,Total Wages Qtr 2,Total Wages Qtr 3,Total Wages Qtr 4,Type,Year
8727,8818,8746,8743,8754,8781,8704,5936,5962,6000,5919,5862,73223,20397,16442,17042,19354,Vermont,8707,8744,8794,8842,8792,8692,8744,8675,940,944,941,940,933,8731,8683,640392,178338,143941,149647,168466,Finance and insurance,2015
2831,3107,2962,2850,2967,3091,2939,1256,1249,1266,1246,1261,39625,9383,9182,9743,11317,Vermont,2937,2854,2860,3144,3082,2837,2987,2886,716,716,716,712,720,2995,3022,117363,26745,27239,30116,33263,Real estate and rental and leasing,2015
27051,28498,27421,25867,27818,28257,27741,11897,11520,12083,12013,11970,59643,14450,14018,13751,17418,Vermont,27329,25889,25784,28294,28550,25928,27853,27767,4919,4862,4901,4955,4956,28128,27979,1635469,373769,389944,388568,483187,Professional and Business Services supersector,2015
14211,14454,14214,14035,14198,14292,14331,6639,6673,6651,6549,6683,73713,16980,17279,16916,22492,Vermont,14401,14076,13979,14290,14307,14050,14076,14320,3192,3170,3178,3209,3210,14272,14131,1047748,238316,245333,241763,322335,Professional and technical services,2015
2247,2217,2218,2221,2247,2215,2188,1060,1056,1081,1054,1050,86157,22927,21296,19615,22328,Vermont,2186,2218,2233,2232,2247,2213,2248,2188,110,112,110,109,109,2191,2196,191096,50928,47858,43447,48862,Management of companies and enterprises,2015
10593,11827,10989,9611,11373,11750,11222,4197,3791,4351,4410,4237,36093,8795,8507,8796,9980,Vermont,10742,9595,9572,11772,11996,9665,11529,11259,1617,1580,1613,1637,1637,11665,11652,396625,84525,96753,103357,111990,Administrative and waste services,2015
59670,59758,60107,59673,59962,60251,60540,45291,45028,45273,45155,45708,43538,10081,10729,10761,11954,Vermont,61013,59454,59699,61136,60114,59867,60101,60452,2343,2310,2330,2361,2371,60155,59859,2616944,601561,643347,648354,723683,Education and Health Services supersector,2015
10064,9405,10017,10154,9895,9763,10258,5904,6096,5625,5780,6113,42961,10032,10676,11250,11019,Vermont,10307,10247,9865,10008,9733,10349,9888,10259,431,422,431,441,430,10208,9876,430361,101858,105636,109830,113036,Educational services,2015
49606,50353,50089,49520,50067,50488,50282,39388,38932,39648,39375,39595,43654,10091,10740,10666,12144,Vermont,50706,49207,49834,51128,50381,49518,50213,50193,1912,1888,1899,1920,1941,49947,49983,2186584,499703,537710,538524,610647,Health care and social assistance,2015
33550,37327,36072,38330,33969,36667,35323,18551,18567,18504,18513,18621,21066,5126,5060,5399,5480,Vermont,37241,38662,38467,36843,35390,37860,32967,33788,2238,2219,2242,2245,2246,34940,35832,759901,196474,171880,197984,193564,Leisure and Hospitality supersector,2015
3538,4884,4134,3905,4106,4856,3671,2052,1903,2249,2191,1865,22738,5460,5258,5715,6360,Vermont,3641,3940,3906,5022,4687,3869,4094,3396,418,412,415,417,427,3975,4661,94007,21320,21591,27752,23344,"Arts, entertainment, and recreation",2015
30012,32443,31938,34425,29863,31812,31652,16499,16664,16255,16322,16756,20850,5088,5033,5351,5378,Vermont,33600,34722,34561,31821,30703,33991,28873,30392,1820,1807,1827,1828,1819,30965,31171,665895,175154,150288,170232,170220,Accommodation and food services,2015
8840,9206,8955,8733,8955,9156,8977,4611,4535,4677,4642,4590,32720,7707,8075,8062,8865,Vermont,8967,8682,8761,9245,9134,8756,8890,8916,1993,1982,1996,2007,1988,9048,9018,293017,67307,72309,73817,79584,"Other services, except public administration supersector",2015
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vermont,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unspecified industry supersector,2015
6815,6792,6768,6729,6783,6769,6790,na,na,na,na,na,71478,18953,16372,19095,17069,Vermont,6856,6707,6762,6764,6729,6718,6805,6768,442,442,442,441,442,6747,6750,483742,127538,111050,129246,115907,Federal Government,2015
16638,16017,16444,16426,16551,16246,16553,8814,8965,8609,8909,8771,54193,12849,14012,12847,14466,Vermont,16390,16691,15896,15975,16215,16691,16799,16519,231,231,231,231,232,16749,16747,891141,211057,231910,208716,239458,State government,2015
31295,24133,29747,31036,31249,25467,31237,19886,20458,19662,19179,20243,40087,9323,11164,9157,10279,Vermont,31108,31196,30836,22637,30599,31076,31852,31356,824,825,824,824,822,31248,29631,1192481,289335,348869,233203,321074,Local government,2015
302885,307470,308061,305201,307217,308716,311110,,,,,,45054,10841,11094,11451,11659,Vermont,313029,306091,304409,308561,311253,305103,307514,309379,25045,24758,24952,25180,25290,310922,310118,13879355,3308671,3408245,3535065,3627374,Total Covered -  all ownerships,2016
248432,260306,255016,251270,252829,259550,256413,,,,,,44126,10558,10770,11193,11590,Vermont,258766,251800,251308,261643,257739,250702,252317,254408,23551,23260,23452,23691,23800,256066,256702,11252838,2652825,2723063,2905243,2971707,Private ownership,2016
48143,51060,49138,46576,49628,50963,49384,,,,,,52052,12603,12678,13147,13598,Vermont,48538,46488,46785,51391,50961,46455,49780,49387,4428,4368,4411,4470,4463,50227,50439,2557741,586989,629196,670015,671542,Goods Producing domain,2016
3746,4238,3877,3440,3973,4209,3885,,,,,,36645,8897,8853,9107,9770,Vermont,3731,3406,3408,4270,4207,3506,3966,3844,540,529,537,547,545,4080,4120,142066,30604,35173,38333,37956,Natural Resources and Mining supersector,2016
3104,3547,3238,2881,3307,3528,3235,,,,,,32187,7819,7908,7862,8593,Vermont,3109,2859,2845,3581,3519,2939,3297,3197,483,472,480,491,488,3400,3456,104214,22526,26149,27739,27800,"Agriculture, forestry, fishing and hunting",2016
642,691,639,559,666,681,650,,,,,,59228,14451,13542,15549,15632,Vermont,622,547,563,689,688,567,669,647,57,57,57,56,57,680,664,37851,8078,9024,10594,10155,Mining,2016
14588,16768,15276,13202,15665,16735,15503,,,,,,48611,11296,11371,12299,13515,Vermont,14754,13016,13422,16986,16564,13168,15844,15611,2812,2772,2802,2843,2832,16144,16452,742605,149132,178124,205829,209520,Construction supersector,2016
29809,30054,29985,29934,29990,30019,29996,,,,,,55798,13605,13868,14186,14137,Vermont,30053,30066,29955,30135,30190,29781,29970,29932,1076,1067,1072,1080,1086,30003,29867,1673070,407252,415899,425853,424066,Manufacturing supersector,2016
18771,18679,18756,18853,18829,18681,18663,,,,,,59472,14220,14984,15277,14997,Vermont,18691,18983,18827,18830,18877,18748,18840,18627,613,612,610,614,615,18671,18533,1115488,268077,282137,285381,279893,Durable Goods manufacturing,2016
11038,11375,11228,11081,11160,11338,11333,,,,,,49659,12559,11985,12389,12721,Vermont,11362,11083,11128,11305,11313,11033,11130,11305,464,455,462,466,471,11332,11334,557583,139176,133762,140472,144173,Non-Durable Goods manufacturing,2016
200289,209246,205878,204694,203201,208587,207029,,,,,,42234,10092,10304,10716,11110,Vermont,210228,205312,204523,210252,206778,204247,202537,205021,19123,18892,19041,19221,19337,205839,206263,8695097,2065837,2093867,2235228,2300165,Service Providing domain,2016
54831,55618,55457,54649,55292,55500,56387,,,,,,38355,9215,9282,9680,10162,Vermont,57232,54494,54956,55634,55688,54497,55356,56412,5140,5126,5129,5138,5165,55517,55247,2127040,503576,513237,537233,572994,"Trade, Transportation, and Utilities supersector",2016
9493,9593,9476,9328,9575,9549,9452,,,,,,63003,14975,14367,15755,17915,Vermont,9461,9307,9328,9595,9604,9348,9627,9459,1445,1433,1446,1445,1454,9436,9460,597011,139677,137559,150447,169328,Wholesale trade,2016
37550,38612,38122,37447,37903,38395,38742,,,,,,29623,6987,7255,7574,7791,Vermont,39305,37372,37666,38654,38357,37303,37801,38847,3090,3088,3074,3090,3107,38074,37920,1129272,261637,274988,290800,301846,Retail trade,2016
6375,6123,6516,6449,6420,6271,6924,,,,,,39834,9245,9872,10435,10272,Vermont,7187,6382,6530,6083,6362,6434,6523,6840,551,551,555,548,550,6746,6606,259558,59619,63379,65433,71126,Transportation and warehousing,2016
1413,1290,1343,1426,1394,1284,1269,,,,,,105118,29911,26758,23789,24193,Vermont,1279,1433,1432,1302,1365,1412,1405,1266,54,54,54,55,54,1261,1261,141200,42643,37310,30554,30693,Utilities,2016
4623,4643,4637,4652,4635,4673,4588,,,,,,56132,13888,13841,13956,14451,Vermont,4574,4680,4616,4645,4628,4661,4655,4570,499,497,498,501,498,4621,4730,260291,64613,64156,65214,66308,Information supersector,2016
11562,11901,11676,11499,11693,11853,11661,,,,,,66078,17692,14903,15986,17527,Vermont,11719,11509,11513,11928,11843,11474,11674,11610,1672,1656,1663,1685,1685,11653,11729,771545,203435,174265,189474,204372,Financial Activities supersector,2016
8684,8776,8706,8658,8706,8754,8706,,,,,,74601,20344,16736,17986,19548,Vermont,8758,8661,8658,8809,8743,8654,8692,8702,942,932,935,950,952,8659,8677,649478,176128,145709,157449,170192,Finance and insurance,2016
2878,3125,2970,2841,2987,3099,2954,,,,,,41098,9612,9561,10335,11569,Vermont,2961,2848,2855,3119,3100,2820,2982,2908,730,724,728,735,733,2994,3052,122067,27307,28555,32025,34179,Real estate and rental and leasing,2016
27443,28994,27774,26462,27959,28754,27922,,,,,,61490,14737,14473,15069,17189,Vermont,27613,26461,26313,28889,28529,26612,27905,27793,5178,5005,5120,5249,5337,28360,28378,1707824,389965,404637,433276,479946,Professional and Business Services supersector,2016
14442,14600,14332,14118,14401,14500,14307,,,,,,75612,17715,17717,18359,21821,Vermont,14268,14140,14011,14598,14466,14204,14294,14195,3325,3219,3290,3370,3422,14457,14303,1083636,250103,255131,266215,312188,Professional and technical services,2016
2039,2118,2084,2105,2033,2118,2079,,,,,,92769,22426,22133,24158,24020,Vermont,2081,2116,2112,2109,2019,2087,2041,2056,121,116,119,123,126,2100,2128,193316,47206,44997,51174,49938,Management of companies and enterprises,2016
10962,12276,11359,10239,11525,12135,11536,,,,,,37933,9050,9068,9550,10213,Vermont,11264,10205,10190,12182,12044,10321,11570,11542,1732,1670,1711,1756,1789,11803,11947,430872,92656,104509,115887,117820,Administrative and waste services,2016
61079,60782,61086,60619,60937,61200,61587,,,,,,44871,10508,11271,11652,11432,Vermont,61960,60688,60247,61943,60685,60923,61046,61549,2409,2397,2401,2410,2427,61251,60875,2740963,637006,686814,713090,704052,Education and Health Services supersector,2016
10471,9602,10201,10332,10157,9965,10349,,,,,,47075,10839,11782,12933,11562,Vermont,10186,10454,10015,10163,9781,10528,10218,10498,443,442,441,443,444,10364,10131,480207,111993,119668,128884,119662,Educational services,2016
50608,51180,50885,50287,50780,51235,51237,,,,,,44429,10440,11169,11403,11406,Vermont,51774,50234,50232,51780,50904,50395,50828,51051,1966,1955,1960,1967,1983,50887,50744,2260756,525014,567146,584206,584390,Health care and social assistance,2016
31778,38054,36252,38002,33578,37442,35987,,,,,,21629,5140,5229,5842,5403,Vermont,38310,38677,38132,37969,36157,37197,32800,34193,2245,2234,2244,2248,2252,35458,36304,784096,195344,175573,218755,194423,Leisure and Hospitality supersector,2016
3681,5173,4254,3919,4267,5076,3755,,,,,,23902,5550,5428,6540,6279,Vermont,3772,3985,4027,5359,4969,3746,4151,3482,428,431,421,428,433,4011,4696,101689,21754,23161,33198,23577,"Arts, entertainment, and recreation",2016
28097,32881,31998,34083,29311,32366,32232,,,,,,21327,5093,5200,5733,5301,Vermont,34538,34692,34105,32610,31188,33451,28649,30711,1816,1803,1823,1820,1819,31447,31608,682407,173590,152413,185558,170846,Accommodation and food services,2016
8973,9254,8995,8811,9107,9166,8898,,,,,,33721,8160,8255,8530,8774,Vermont,8820,8803,8746,9244,9248,8883,9101,8894,1982,1977,1986,1990,1973,8979,9000,303337,71897,75184,78186,78070,"Other services, except public administration supersector",2016
-,-,-,-,-,-,-,,,,,,-,-,-,-,-,Vermont,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unspecified industry supersector,2016
6867,7005,6929,6849,6935,6978,6956,,,,,,73649,18848,17125,19444,18232,Vermont,6906,6821,6883,6978,7010,6843,6927,7005,444,441,444,444,445,6957,6951,510343,129087,118754,135677,126824,Federal Government,2016
16500,16209,16412,16150,16426,16418,16656,,,,,,55664,14581,12942,14736,13424,Vermont,16520,16453,15586,16124,16120,16410,16658,16635,234,234,234,234,235,16812,16920,913568,235478,212582,241924,223584,State government,2016
31086,23950,29704,30932,31027,25770,31085,,,,,,40487,9417,11404,9787,9820,Vermont,30837,31017,30632,23816,30384,31148,31612,31331,817,823,822,811,810,31087,29545,1202606,291281,353845,252221,305259,Local government,2016
304906, , ,305899,308934, , ,,,,,, ,11566,11314, , ,Vermont, ,305622,306109, ,314259,305966,307636, , ,25337,25592, , , , , ,3538107,3495196, , ,Total Covered -  all ownerships,2017
250533, , ,252236,254893, , ,,,,,, ,11296,10951, , ,Vermont, ,251477,253311, ,260692,251921,253455, , ,23846,24096, , , , , ,2849313,2791222, , ,Private ownership,2017
47237, , ,45978,48881, , ,,,,,, ,13597,13214, , ,Vermont, ,45632,46322, ,50387,45979,49019, , ,4466,4520, , , , , ,625176,645918, , ,Goods Producing domain,2017
3756, , ,3518,3956, , ,,,,,, ,9159,9162, , ,Vermont, ,3467,3524, ,4166,3564,3945, , ,545,553, , , , , ,32223,36242, , ,Natural Resources and Mining supersector,2017
3143, , ,2981,3317, , ,,,,,, ,8101,8136, , ,Vermont, ,2940,2981, ,3503,3023,3306, , ,488,494, , , , , ,24152,26990, , ,"Agriculture, forestry, fishing and hunting",2017
613, , ,537,638, , ,,,,,, ,15030,14494, , ,Vermont, ,527,543, ,663,541,639, , ,57,59, , , , , ,8071,9252, , ,Mining,2017
14090, , ,13201,15337, , ,,,,,, ,11908,11895, , ,Vermont, ,13006,13478, ,16351,13119,15571, , ,2817,2865, , , , , ,157200,182437, , ,Construction supersector,2017
29391, , ,29258,29588, , ,,,,,, ,14893,14440, , ,Vermont, ,29159,29320, ,29870,29296,29503, , ,1104,1102, , , , , ,435753,427239, , ,Manufacturing supersector,2017
18344, , ,18144,18372, , ,,,,,, ,15409,15827, , ,Vermont, ,18110,18141, ,18441,18182,18332, , ,618,615, , , , , ,279583,290782, , ,Durable Goods manufacturing,2017
11047, , ,11114,11216, , ,,,,,, ,14052,12167, , ,Vermont, ,11049,11179, ,11429,11114,11171, , ,486,487, , , , , ,156170,136456, , ,Non-Durable Goods manufacturing,2017
203296, , ,206259,206012, , ,,,,,, ,10783,10413, , ,Vermont, ,205845,206989, ,210305,205942,204436, , ,19380,19576, , , , , ,2224136,2145304, , ,Service Providing domain,2017
54502, , ,54332,55055, , ,,,,,, ,9648,9344, , ,Vermont, ,54004,55006, ,55693,53985,54971, , ,5131,5154, , , , , ,524200,514439, , ,"Trade, Transportation, and Utilities supersector",2017
9257, , ,9182,9336, , ,,,,,, ,15905,14421, , ,Vermont, ,9121,9262, ,9408,9162,9344, , ,1467,1487, , , , , ,146030,134641, , ,Wholesale trade,2017
37516, , ,37387,37889, , ,,,,,, ,7387,7454, , ,Vermont, ,37166,37909, ,38360,37086,37792, , ,3050,3044, , , , , ,276184,282417, , ,Retail trade,2017
6457, , ,6497,6544, , ,,,,,, ,9802,10040, , ,Vermont, ,6447,6565, ,6619,6478,6557, , ,556,564, , , , , ,63682,65703, , ,Transportation and warehousing,2017
1272, , ,1266,1285, , ,,,,,, ,30248,24646, , ,Vermont, ,1270,1270, ,1306,1259,1278, , ,58,59, , , , , ,38304,31678, , ,Utilities,2017
4462, , ,4583,4523, , ,,,,,, ,14874,14176, , ,Vermont, ,4585,4586, ,4572,4577,4536, , ,503,504, , , , , ,68163,64125, , ,Information supersector,2017
11586, , ,11566,11712, , ,,,,,, ,19713,16558, , ,Vermont, ,11545,11586, ,11899,11566,11651, , ,1684,1715, , , , , ,227991,193933, , ,Financial Activities supersector,2017
8682, , ,8689,8697, , ,,,,,, ,22920,18798, , ,Vermont, ,8676,8696, ,8768,8696,8642, , ,958,988, , , , , ,199158,163493, , ,Finance and insurance,2017
2904, , ,2876,3015, , ,,,,,, ,10024,10097, , ,Vermont, ,2869,2890, ,3131,2870,3009, , ,726,727, , , , , ,28833,30440, , ,Real estate and rental and leasing,2017
28220, , ,26971,28897, , ,,,,,, ,15945,14803, , ,Vermont, ,26866,26882, ,29595,27164,28875, , ,5390,5495, , , , , ,430056,427747, , ,Professional and Business Services supersector,2017
14515, , ,14291,14552, , ,,,,,, ,18766,18181, , ,Vermont, ,14226,14162, ,14717,14485,14425, , ,3464,3525, , , , , ,268188,264580, , ,Professional and technical services,2017
2071, , ,2060,2063, , ,,,,,, ,24987,21757, , ,Vermont, ,2062,2065, ,2054,2054,2063, , ,126,126, , , , , ,51482,44878, , ,Management of companies and enterprises,2017
11634, , ,10619,12282, , ,,,,,, ,10395,9631, , ,Vermont, ,10578,10655, ,12824,10625,12387, , ,1800,1844, , , , , ,110386,118289, , ,Administrative and waste services,2017
61858, , ,61329,62118, , ,,,,,, ,11128,10979, , ,Vermont, ,61068,61082, ,62404,61837,62091, , ,2464,2479, , , , , ,682469,681973, , ,Education and Health Services supersector,2017
10340, , ,10375,10101, , ,,,,,, ,11647,11814, , ,Vermont, ,10364,10165, ,9730,10596,10233, , ,454,455, , , , , ,120833,119329, , ,Educational services,2017
51518, , ,50954,52017, , ,,,,,, ,11022,10817, , ,Vermont, ,50704,50917, ,52674,51241,51858, , ,2010,2024, , , , , ,561636,562645, , ,Health care and social assistance,2017
34127, , ,38995,35032, , ,,,,,, ,5630,5395, , ,Vermont, ,39318,39390, ,37340,38277,33630, , ,2252,2271, , , , , ,219560,188987, , ,Leisure and Hospitality supersector,2017
3806, , ,3871,4422, , ,,,,,, ,6580,5469, , ,Vermont, ,3806,3939, ,5108,3867,4352, , ,435,436, , , , , ,25469,24185, , ,"Arts, entertainment, and recreation",2017
30321, , ,35124,30610, , ,,,,,, ,5526,5384, , ,Vermont, ,35512,35451, ,32232,34410,29278, , ,1817,1835, , , , , ,194090,164802, , ,Accommodation and food services,2017
8541, , ,8484,8675, , ,,,,,, ,8451,8542, , ,Vermont, ,8459,8457, ,8802,8536,8682, , ,1956,1958, , , , , ,71697,74101, , ,"Other services, except public administration supersector",2017
-, , ,-,-, , ,,,,,, ,-,-, , ,Vermont, ,-,-, ,-,-,-, , ,-,-, , , , , ,-,-, , ,Unspecified industry supersector,2017
6934, , ,6856,6958, , ,,,,,, ,18974,18193, , ,Vermont, ,6843,6863, ,6998,6861,6943, , ,444,446, , , , , ,130083,126595, , ,Federal Government,2017
16590, , ,16281,16207, , ,,,,,, ,15271,13645, , ,Vermont, ,16515,15740, ,16179,16587,15852, , ,234,234, , , , , ,248624,221137, , ,State government,2017
30849, , ,30526,30875, , ,,,,,, ,10158,11538, , ,Vermont, ,30787,30195, ,30390,30597,31386, , ,813,816, , , , , ,310088,356242, , ,Local government,2017
